"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"335","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Excellent quality, nice difficulty to build","SolReaper","Arrived earlier than expected. Excellent quality, nice difficulty to build, very fun also.","Reviewed in the United Kingdom on 18 January 2018","3.0 out of 5 stars","Verified Purchase"
"336","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","配送も早く丁寧な包装でした。","Amazon カスタマー","","Reviewed in Japan on 19 March 2023","5.0 out of 5 stars","Verified Purchase"
"337","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Bellissimo","Amazon カスタマー","Ottimo rapporto qualità prezzo","Reviewed in Italy on 16 June 2021","5.0 out of 5 stars","Verified Purchase"
"338","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Great addition to the RG line","ROBERTO","The RG series keeps getting better. This kit is insanely detailed, on par with master grades but in 1/144 scale. Once you add all the decals and do some work with a lining pen, it will really pop. The total build time depends on your experience, for me it was about 10 hours including lining and decals. Obviously you can take this a step further with painting, detailing, etc. It's extremely poseable, to the extent that posing it can be sort of tricky (looking at you, quadruple-jointed knees). The inner frame is great and on top of that you have panels sliding past each other giving the feeling of a real complex machine.I was concerned about the bulky wings not staying in place, but it seems they've hit the sweet spot between easily movable and staying in place. For accessories you get 4 sets of hands (fist, open, trigger, and poseable), the two big guns that can combine together, and a pair of beam sabers. You also get the teeny-tiny pilot figurine and an adapter to mount it on a peg base.Overall I think this was a great kit to put together and it looks awesome on display. Definitely worth buying.","Reviewed in the United States on 6 February 2015","5.0 out of 5 stars","Verified Purchase"
"339","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Good choice","Gabe","The best one for beginners","Reviewed in Canada on 7 December 2021","5.0 out of 5 stars","Verified Purchase"
"340","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Une pièce était cassé a l'intérieur du paquet, ce qui rend la construction impossible","Gabe","","Reviewed in France on 21 June 2022","5.0 out of 5 stars","Verified Purchase"
"341","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","BROUGHT BACK CHILDHOOD MEMORIES!!!","Brylle Burcelango","This Wing Gundam Zero was the first one I have ever built when I was 11. Seeing an RG version brings all the good memories as this was the first ever toy my mom could afford back then and she saved up to get me one. Now that I am a young adult, this will be a great throw back when times were tough","Reviewed in Canada on 25 August 2018","4.7 out of 5 stars","Verified Purchase"
"342","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","pièce cassée","LEMAN M.","lors du montage, nous avons constaté que des pièces été cassées. Déception de mon fils!","Reviewed in France on 2 September 2020","5.0 out of 5 stars","Verified Purchase"
"343","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","My son loves it!","Amazon Customer","Great quality,  son loves it. We have since ordered several.","Reviewed in the United States on 24 July 2023","1.0 out of 5 stars","Verified Purchase"
"344","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Flimbsy and finicky","Amazon Customer","it stands from the bass to the top of extended wings 15cm high, the parts are delicate and very finicky. The stubs of the connection points to there respective racks, are to small to properly get rid of without risking the model part itself. I advise that only those who have unlimited patience and a insane trust in their grip risk the Wing Zero 1/144 type model, I broke off one of the wing feathers just building the damn thing...","Reviewed in the United Kingdom on 2 November 2021","5.0 out of 5 stars","Verified Purchase"
"345","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Prodotto che mi ha sconvolto ...","Fabio","Erano molti anni che non compravo più mobile suite.Questo l'ho preso per mio figlio e nel montarlo sono rimasto letteralmente sconvolto dal livello di dettaglio, per non parlare degli snodi delle giunzioni dita/mano. Unica pecca il tallone nella parte esterna necessitava di una punta di colla. Considerando che si monta senza usare collanti ma solo a pressione è un mirabile prodotto, paragonabile a pura arte costruttiva!*Bravo! *Bravo!","Reviewed in Italy on 27 July 2017","3.0 out of 5 stars","Verified Purchase"
"346","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Buen resultado, decepcionado con la calidad","Brandon Suarez","Estoy decepcionado con el modelo, el problema que tiene ( no se si fui el unico al que le ha pasado) es que las piezas se mueven y salen muy facilmente ademas de que al armarlo, el brazo derecho se rompio al momento de colocarlo en el torso y para evitar regresarlo preferi mejor repararlo con cemento tamiya, otro problema que tiene es en la cintura no importa como lo colocara no se sujetaba y quedaba muy flojo haciendo que se cayera o quedara inclinado, por lo que opte por pegarlo tambien y  los stickers que incluye se despegan despues de un rato. El resultado es excelente pero de haber sabido de su calidad no lo hubiera pedido","Reviewed in Mexico on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"347","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Excellent","Brandon Suarez","Love it so much.","Reviewed in Spain on 26 February 2020","3.0 out of 5 stars","Verified Purchase"
"348","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Great kit.","Boogski","This ibabgrrat kit. Good instructions and easy to assemble. I would definitely suggest a set of grey and black Gundam markers though","Reviewed in the United States on 20 October 2023","3.0 out of 5 stars","Verified Purchase"
"349","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Good gundam for a cheap price","B. Habusht","","Reviewed in the United States on 24 July 2023","5.0 out of 5 stars","Verified Purchase"
"350","Bandai 1/144 RG XXXG-00W0 Wing Gundam Zero EW Model Kit","Excelente","ZHI","Mi primer armable de este tipo, es increíble como va quedando al armarlo","Reviewed in the United States on 2 July 2023","4.0 out of 5 stars","Verified Purchase"
"351","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Almost Perfect, but has an Achilles Heel","Sean Drummond","The Witch From Mercury HG line is a significant step up in quality and build efficiency when compared to the older HG kits. The Gundvolva is an amazing design and a smooth build overall.There is a fatal issue with the foot joint. Parts B2-24/25 are the main foot joint and its connections to parts A-11 and C-21 are molded too large. You will most likely need to sand the pegs and the ball joints to ensure proper fitment and prevent shear in the connections, which is what I have shown in the pictures.","Reviewed in the United States on 3 November 2023","4.7 out of 5 stars","Verified Purchase"
"352","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","One of my favorites","Sean Drummond","I love this Gundam, it's the 5th I built. The color is great, the range of movement is fantastic, it's so badass and also it's bigger than almost any other 1/144 (Gundam seed justice for comparison). Totally recommended, a must have.","Reviewed in the United States on 28 December 2023","4.0 out of 5 stars","Verified Purchase"
"353","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","シブイ","Andrew","量産型はカッコイイですね。","Reviewed in Japan on 14 August 2023","4.0 out of 5 stars","Verified Purchase"
"354","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","若干ポロリが気になる","Andrew","定価は2000円くらいだけど1600円で購入出来ました、あまり人気がないのかもしれない水星シリーズクオリティなのでキットの出来は良く、少ないパーツで快適に組めます合わせ目もほとんどありません、所謂モナカ構造があまりない合わせ目が出ないようなパーツ構成が多かったですしかし動かしていると腕と足の付け根が結構ポロりします、YouTubeのレビュー動画を見ても同じ感じなので個体差では無いと思いますそこまで酷いポロリではありませんが、気になるレベルではありますあと上半身の色分けが弱いです、シール補填はありますがグリーンのセンサー類以外のグレーのシールは貼るとかなり安っぽくなるので塗装をオススメします 僕はガンダムマーカーで各種ダクト？と肩の上のパーツ、肩アーマーしたの動力パイプをシルバーに塗装しました定価以下で割と安く買えたので値段の割には満足してます","Reviewed in Japan on 2 July 2023","5.0 out of 5 stars","Verified Purchase"
"355","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","amazing HG","クローン","Very fun to put together and great posing options, the beam javelin looks amazing, easily one of my favorite witch from mercury kits!","Reviewed in Canada on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"356","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","カッコいい！動く！！","慎重かつ大胆","パチ組でも色分けが良くプロポーションもバッチリ、何よりポージングが決まると文句無しの出来です。改造用の素体としてもシンプル故に良いかと。","Reviewed in Japan on 24 November 2023","4.0 out of 5 stars","Verified Purchase"
"357","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","組み立てやすさ","moe","基本、水星の魔女のキットはどれも素晴らしいです","Reviewed in Japan on 1 November 2023","4.0 out of 5 stars","Verified Purchase"
"358","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","買いです","moe","買いです作りやすい","Reviewed in Japan on 23 November 2023","4.0 out of 5 stars","Verified Purchase"
"359","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Muy entretenido","天野朔夜","Es muy fácil de armar las instrucciones viene en japonés pero son muy precisas y muestran de forma adecuada cómo armarlo","Reviewed in Mexico on 21 July 2023","4.0 out of 5 stars","Verified Purchase"
"360","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","It's good","鶴岡　太一","Pretty good and easy kit to build.  The stand is nice but it has a weird center of balance so it may not work.","Reviewed in the United States on 28 August 2023","5.0 out of 5 stars","Verified Purchase"
"361","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","As always amazing","Luis Rafael","Bandai did it again","Reviewed in the United States on 19 August 2023","4.7 out of 5 stars","Verified Purchase"
"362","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","膝の可動がとても良いです。","江川圭一","膝がかなり曲がるうえに、膝上装甲がスライドするギミックがあってとても良いです。足首、足裏の肉抜きはいつもの事。踵の可動は左右にロールするだけなので、上下にもロールして欲しいです。頭が左右には動くのですが、上下にほとんど動かないです。肘は膝と比較すると少し残念。110度くらい曲がる程度です。","Reviewed in Japan on 17 October 2023","5.0 out of 5 stars","Verified Purchase"
"363","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Solid but not my favorite","Gisa","It's an alright build and the layering of the shield is cool but I really don't like the feet. Instead of being a ball joint the feet are on this hinge part that makes posing the model a lottery in regards to the feet staying in place.","Reviewed in the United States on 1 October 2023","5.0 out of 5 stars","Verified Purchase"
"364","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Buena calidad","Melvin Berrios","Excelente","Reviewed in the United States on 7 January 2024","4.0 out of 5 stars","Verified Purchase"
"365","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","息子の誕生日プレゼント","石井珠重","息子の誕生日プレゼントに買いました。本人に選ばせたので満足していました。","Reviewed in Japan on 28 September 2023","5.0 out of 5 stars","Verified Purchase"
"366","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","メーカー希望小売価格 2090円税込。 巷で騒がれているメスガキ？聖女？と言われているセセリアから託されたポンポン頭ことチュチュの生産コスト度返しの新型機？デミバーディングのレビュー","川崎祥一","昨日6/13にAmazonさんから購入しましたが、まず最初に販売元Amazon謎の15％引き？です。メーカー希望小売価格　2090円税込から15％引きなら1776円税込になるのに。転売価格から15％で、メーカー希望小売価格2090円税込って何？Amazonさん？　表示間違いですよね？１５％引きなら1776円税込にして下さい。HG デミバーディングは、『機動戦士ガンダム 水星の魔女』に登場するブリオン社製のコスト度返しの新型MS『デミバーディング』を1/144スケールモデルキットでガンプラ化した物になります。特徴的な機体形状を新規パーツを用いて再現し、着脱可能な背部大型バックパックの他、前方に展開可能な脚部スラスター、補助グリップが展開可能なビームライフルなどの特徴的な武装が再現されたガンプラになっています。メーカー希望小売価格は2,090円（税込み）ランナー数　5シール　1説明書対象年齢　8才以上ブリオン社製デミシリーズの生産コスト度返しの新型コンセプトモデルで、巷で騒がれているメスガキ？聖女？など言われているセセリアの手引きにより地球寮に貸し出し。ノレアによる学園破壊テロから切り抜けるため、ポンポン頭ことチュアチュリー・パンランチが搭乗した機体『MSJ-R122 デミバーディング』がHGでガンプラ化です。2022年11月に発売されたHGデミトレーナー（ポンポン頭ことチュチュ専用機）をベースに、頭部や肩部、前腕部、脚部、背部バックパック（バオリパック＜無限のリヴァイアスに、出て来そうなヴァイタル・ガーダーみたいなぁ?＞）、ビームライフルプラスなどが新規造形で再現されています。ちなみにバーディングとは英語で『馬鎧』という意味の様です。成型色はサンドブラウン（くすみのあるイエロー）とマットな質感のホワイトをベースに、腹部や下腿部、背部バックパックなどにグレーを配色。頭部センサーはクリアグリーン成型色での再現となっています。サンドブラウン（イエロー）成型色はポンポン頭ことチュチュ専用機よりも色が濃いめです。シールは胸部アポジや肩部、武器センサーなどを補いますが多くはありません。ポンポン頭ことチュチュ専用機に比べると少しシールでの色分け箇所が多くなっていますが、それでも、組み立てるだけで十分な仕上がりになります。塗装も肩部動力パイプや前腕ハードポイントなどを補うくらいでわずかの様です。グレー成型色パーツにはKPSが使用されています。ABSは不使用。ポリキャップも不使用で、背部に大柄なバオリパックを装備しているため、やや後方に負荷がかかりますが、関節強度が高いので自立は安定と思います。多分？付属品ビームライフルプラスビームサーベル刃✕2バオリパック用のワイヤーパーツが付属。HGデミトレーナー用（チュチュ専用機と共通）の余剰パーツがいくつか付属します。頭部は小型のものがデミバーディング用に新造されており、ドーム状のシルエットで前面には六角形の大型センサー、頭頂部にはブレードアンテナが造形されるなど表情も変化されています。六角形センサーや頭部を一周するモールドはクリアグリーンパーツでの再現されています。メット部は上からパーツを重ね合わせる構造で合わせ目はありません。胸部はサンドブラウンの外装がデミバーディング用に新造されており。、厚みのある肩部装甲が再現されています。中央のグリーンセンサーやアポジはシールでの色分けです。肩はボールジョイント接続で前方と上部に幅広く展開可能です。腰部はポンポン頭ことチュチュ専用機と全く同じで、訓練機らしい簡素な機体形状がそのまま残されています。一般機やポンポン頭専用機と同じ様に、腰部にはロック機構がありリアアーマーを展開してロック位置を組み替えることで、上半身の角度を変えることが出来ます。腰アーマー裏は簡易的ではありますが、フレーム状のモールドが造形されており塗り分けるなどすると雰囲気が変わってきそうです。上腕部はポンポン頭ことチュチュ専用機と同じですが、メカニカルなショルダーアーマーや厚みのある前腕がデミバーディング用に新造されておりより重厚感あるシルエットに変化しています。手甲パーツもフィストバルカンのモールド入りのものが新造されておりフィストバルカンはあくまで牽制用としての補助装置で、それ以上の使用法は想定されていないとのことです。上腕は前後の組み合わせですが、合わせ目は後部の端でモールドかされており前腕も左右の組み合わせですが、前後の合わせ目は段落ちモールド化されています。ポンポン頭ことチュチュ専用機は前腕がロールしましたが、こちらは前腕パーツとの兼ね合いでロールは出来ない様になっています。肘はヒンジ接続ですが、外装パーツを被せるため、比較的ヘタれや劣化を抑えられています。ショルダーアーマーは厚みのある装甲がデミバーディング用に新造されており動力パイプや側面のスラスターなどもパーツで色分けされています。動力パイプの一部は白く塗り分けが必要の様です。ポンポン頭ことチュチュ専用機は肩部左右で形状が非対称で違っていますが、こちらは左右同形状です。外装は前後の組み合わせですが、各面に出来る合わせ目は段落ちモールド化されておりアポジはモールドにシールを貼っての色分け、一部装甲もシールで色分けしますが、出来ればパーツで色分けされていると良かったなぁ～。脚部。基部形状はポンポン頭ことチュチュ専用機と同じですが、側面のフレキシブルスラスターや膝装甲、アンクルアーマーなどが新造。メカニカルで厚みのある装甲になっています。大腿部、膝から下共に筒型パーツの組み合わせで合わせ目はなしです。膝関節もヒンジ接続部にカバーを被せる構造で強度が保たれますが、隙間から肉抜き穴が見えるのがちょっと気になるかも。（気になる方は、穴埋め必須ですよ～）側面のフレキシブルスラスターは表面モールドが細かく造形されており上下にスライドし、後方に展開することが出来ます。スラスター口はフラットでモールドなどはありませんが、中央のバーニアも別パーツ化されるなど造りはしっかりとしています。上部にはサーベルホルダーが造形され、柄が脱着可能です。ソール部をポンポン頭ことチュチュ専用機と並べて。構造自体は同じですが、白い脚甲パーツのみ流用されています。その他はやや厚みのある装甲が新造されています。脚部への接続部はボールジョイントに変更。ローラーも新規パーツですがそのまま残されています。駆動力を倍増させたウィルダッシュプラスのヒール部分に推進機を増設することで、更に速度強化が図られているという設定でした。足裏は大部分が肉抜きがあります。ポンポン頭ことチュチュ専用機と同様、つま先（個体差かもしれないが、仮組みで何度か動かしているとヘタレて保持力が無くなります。勘弁して。(TдT)）、かかと共に基部をロールさせることが出来ます。背部には大柄で特徴的なバックパック、『バオリパック』を装備。（個人的に、説明書を見た瞬間！『無限のリヴァイアス』に、出て来そうなヴィタル・ガーダーみたいなぁ～?と思ったのは私だけかなぁ?）バオリパックとはフライトユニット機能を備えた専用の背面装備で、2門の可動式ビームキャノンを装備。本体との分離機能を有し、単独での運用も可能とのことです。上部のデミトレーナー頭部風のセンサーが印象的。流用パーツはなく、全て新規造形での再現です。バックパックはシンプルな2ダボ接続で、一部のHGUCや他のHG水星の魔女シリーズと互換性があります。なのでポンポン頭ことチュチュ専用機のバックパックも装備可能。付属のワイヤーパーツを両背面に組み付ければ、バオリパックを分離させ、単独運用するシーンも再現することが出来ます。ワイヤーパーツのリード線はお好みの長さに切って下さいとのこと。ジョイントパーツに深くまで差し込めるので簡単には抜けません。別売りの水星の魔女 ウェポンディスプレイベースにも対応しています。頭部は少し引き伸ばすことで少し見上げる動きが可能。ショルダーアーマーが変わっていますが、腕を上げる角度はだいたい同じです。Y字程度まで上げることが出来ます。肘は1重関節で90度より少し深い位曲げられます。デミトレーナーは頭部が自由に回転しますが、デミバーディングは肩部装甲が干渉するため、45度程度までとなっていて可動域が一般デミトレーナーやポンポン頭専用機と比べると凄く悪いです。腹部や腰周り、膝部などはデミトレーナーと同じなので、上半身の前後スイングや腰の回転なども同様で、腰は360度回転するなど可動域は広めです。膝も1重関節ですがV字程度まで深く曲げることが出来ます。左右への開脚も水平まで幅広く展開させることが出来ますが、足首はボールジョイントになったことで若干柔軟になっている感じがします。（個体差なのか？私のは仮組みで色々と動かすとデロ〜ンとだらし無くなり保持力が無くなりました）頭部以外の可動域はチュチュ専用機とほぼ同じ。全体的に可動域が広く、ポージングの自由度も高そうです。ビームライフルプラス。ブリオン社製の新型携行火器になります。上部にバッテリーマガジンを装填する脱着式で、サイドグリップが組み込まれたセンサースコープユニットが特徴の様です。派手ではないですが、実用的なスタイルの武装になっています。ビームライフル本体は簡単なモナカ割です。ですが合わせ目は各部とも段落ちなどでモールド化されています。センサースコープユニットも簡単な左右の組み合わせですが、こちらも各部合わせ目は段落ちモールド化されています。上下のセンサーはモールドにシールを貼っての色分けされており、サイドグリップは少し上下に可動します。ビームライフルプラスは、ハンドパーツにグリップを差し込み、ストックのダボを前腕に差し込んで固定します。重厚感ある機体形状なので、接地状態でのポーズにどっしり感が出ます。それでいてボトムズのアーマードトルーパーの様なローラーダッシュみたいなぁ〜？滑走する様に軽快なポーズも再現出来るという演出力の高さも魅力です。ボトムズ風のカラーリングも映えますし、チュチュ専用機以上に実機感の強いキットになっています。肩が広くスイングするので、ビームライフルプラスの両手持ちもラクに再現することが出来ます。ビームキャノンを前方に展開して射撃シーンを再現。ビームキャノンは脇からも展開可能です。ただしキャノンが左右に可動しないため、腰部などと干渉しないようにゆっくり展開させます。チュチュ専用機などに付属している平手とは互換性があるので、手甲パーツを組み替えれば砲身に手を添えるようなポーズも再現することが出来ます。頭部のクリアグリーンパーツはブラックライトで照らすと鮮やかに発光します。メーカー希望小売価格　2090円税込と高めですが、個人的にオススメ出来る良いガンプラです。","Reviewed in Japan on 14 June 2023","5.0 out of 5 stars","Verified Purchase"
"367","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Genial diseño","Yfder","Es un gran model kit, fácil de armar y bien detallado. Me alegra que traiga una base para posarlo.","Reviewed in Mexico on 25 May 2023","5.0 out of 5 stars","Verified Purchase"
"368","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Very pleased","Yfder","A gift and they were very pleased","Reviewed in the United States on 25 December 2023","5.0 out of 5 stars","Verified Purchase"
"369","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Model is great, package destroyed","Michael.","The box was destroyed and the runners were damage. Overall the model is a good build and I want to get a few more of them.","Reviewed in the United States on 26 June 2023","5.0 out of 5 stars","Verified Purchase"
"370","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","ガンヴォルヴァ","Schwan","複数買いして劇中を再現してみたいけど、作るのめんどくさいのでやらない。プラモの出来はとても良いです。塗り分けもほとんどしなくていいし、合わせ目もほぼ出ない。良キット。","Reviewed in Japan on 23 September 2023","5.0 out of 5 stars","Verified Purchase"
"371","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","ドムを作った時のようでカンタン、カッコイイ","すってんころりん","ガンプラ作りは数少ないですけど、水星の魔女シリーズはその作りはかなり進歩してると感じました。ランナーからパーツ切り離しやすく、組んだ時の合わせ目もキレイ。胴体と腰下部分の接合は簡単設計で怖さがありません。幼いお子さんでも安心設計だと思いました。ちょっと物足りなく感じましたが…。このデミバーデングは物語最終版での活躍で登場シーンも少なかったのですが、登場人物たちの想いをのせた機体ですので、関心が沸き購入してみようかなとポチしました。作ってみて以前ドムを作った時のようにサクサク簡単に、しかもカッコイイ、大変気に入りました。今後専用のジオラマベースを作って飾ろうと思います。","Reviewed in Japan on 20 October 2023","4.7 out of 5 stars","Verified Purchase"
"372","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","頭に羽根つけなくていいんだぁ","鬱…いえ、現実逃避です","最近水星から来た奴にボコられて乗ってた機体が壊れたんでパパの会社が作ったのん乗ってみました。でも勝手に動くので困ってます。腕とか勝手に飛んでいくしでジオングかと間違えそうになりましたが飾りじゃない脚がついているので陸上でも安心です。偶に飛んでいきますけどね","Reviewed in Japan on 26 August 2023","5.0 out of 5 stars","Verified Purchase"
"373","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","出来がヤバすぎる…","水無瀬","水星の魔女というか、HGシリーズ屈指の出来の良さエアリアルはちょいちょい白化する所とか、もろい部分があったけどシールは貼りやすいしディティールもしっかりしてる上にスタンドまでついてるこのダリルバルデ、すごいよ…","Reviewed in Japan on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"374","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","ガンダムは詳しくないけれど","かぴばる","ゴツいバックパック？がとても良い。全体的な重厚感が素晴らしいにも関わらず、関節の可動域は広く、回らないのは首ぐらいである。ライフルを打撃武器として運用できるのもとても良い。","Reviewed in Japan on 3 October 2023","5.0 out of 5 stars","Verified Purchase"
"375","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","Easy building","Stevie","First Model build from this series and got my hobby again!","Reviewed in the United States on 30 April 2023","5.0 out of 5 stars","Verified Purchase"
"376","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","作りやすい","Stevie","新商品時に購入したけど制限があるから仕方ないけど、複数あると一層かっこよくなる。そして作りやすいので、サクサク作れるので興味があれば購入してね。","Reviewed in Japan on 20 September 2023","5.0 out of 5 stars","Verified Purchase"
"377","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","赤いのがカッコいい！","オーくん","いつも6歳の孫に買っています。赤は気に入ったようです！何でもないのに買わないで〜と娘からストップが出されて休止中","Reviewed in Japan on 10 August 2023","5.0 out of 5 stars","Verified Purchase"
"378","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","足のパーツが、はめたとき固すぎて、動かすと折れやすい","オーくん","Twitterでレビューを見て実際に組んだら、はめたらホントに固いなと感じました。なのでもし作るとしたら、写真のパーツの○で囲われてる部分はヤスリかデザインナイフ、カッターで削って太さを調節したほうがいいです。それ以外の箇所の出来は良いんですけどね。","Reviewed in Japan on 13 June 2023","5.0 out of 5 stars","Verified Purchase"
"379","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","気楽に作れるジム的キット","エミちゃん","ガンダムもどきの群ドローンという事で、量産機臭＝水星版ジムの様なキット印象（見た目はやもするとエアリアル差し置いてガンダム臭がする）。1500円程のキットでありパーツ数も比較的少なめ。他水星キットに比べると関節要所がわりと簡素な為、結果それが講じてコスト低いドローン感をうまく醸し出している。整形色はグレー基調に、パープルグレーとパープル寄りのブルーグレー。主武装のビームカービンは右足脇にマウント可能。シールド裏には予備マガジン×2＆ビームサーベル×2のマウントが可能。例によって稼働状態カラーはシール選択制。付属する握りは一種のみ（平手無し）。総じて作り易く手を入れ易い（他レビューにある踵関節硬さは入手した物に限れば問題なかった）。ポージング域も水星MSとしてはオーソドックス＆不足無く（といっても自立難度を上げる残念踵ではあるが）。理想はどうにかして複数買い揃えたい所。","Reviewed in Japan on 13 June 2023","5.0 out of 5 stars","Verified Purchase"
"380","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","出来はいい","スゲ","水星キットは総じて出来がいい。このキットも完成度高くて良く出来てる。合わせ目はほぼ出ないが、部分塗装しないといけないところがけっこうある。劇中の活躍があまり無かったことが残念。","Reviewed in Japan on 23 September 2023","4.0 out of 5 stars","Verified Purchase"
"381","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","とても良かった","ぷーちゃ","まだ作ってないですが、対応も早かったです。また利用したいです。","Reviewed in Japan on 23 August 2023","4.7 out of 5 stars","Verified Purchase"
"382","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","複数個欲しいキットです。","一購入者のご意見","作りやすく、かっこ良いのが良いですね。TVみたく、複数作って並べたいです。踵の軸が少し固いのでムリクリすると破損する可能性があるので注意して作る方が良いですね。","Reviewed in Japan on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"383","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","新品未使用","こたろ","梱包が丁寧","Reviewed in Japan on 17 September 2023","4.0 out of 5 stars","Verified Purchase"
"384","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","ビギナー向けになるかも！","タンスでゴン","欲しかったのが手に入った〜。素組みだけなら30分も掛かりませんでした！シャクレですけどね(  '൧' )","Reviewed in Japan on 22 August 2023","5.0 out of 5 stars","Verified Purchase"
"385","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","カッコいい。ポーズがガンガンキマる!","Amazon カスタマー","1/100もっと出ないかな？","Reviewed in Japan on 17 August 2023","5.0 out of 5 stars","Verified Purchase"
"386","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","組みやすくカッコいい。","一購入者のご意見","非常に組みやすくカッコいいキットです。平手パーツが無いのとバオリパックのヘッドカメラパーツがクリアーではなくシールなのが残念な所以外、良キットです。","Reviewed in Japan on 10 July 2023","5.0 out of 5 stars","Verified Purchase"
"387","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","良い","Amazon カスタマー","発売してからしばらくして買ったので少し安く購入できました。当人気商品でなければ半年もすれば価格も落ち着くので我慢できる人は焦らず購入した方がいい。","Reviewed in Japan on 14 August 2023","4.0 out of 5 stars","Verified Purchase"
"388","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","満足です","jsnev","良い買い物ができました。","Reviewed in Japan on 5 July 2023","5.0 out of 5 stars","Verified Purchase"
"389","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","デミ系では一番いい","サカマキ","最近のHGガンプラの構造が気になったので見た目が好みのコレを選択、色分けもしっかりしてるのでシールと部分塗装だけでいい感じになりました。","Reviewed in Japan on 3 September 2023","4.0 out of 5 stars","Verified Purchase"
"390","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","ビット兵器として見たらかなりカッコいい","千夜月シュガエル","コスパ考えたらとても良いキットですが、踵のパーツをはめる軸に肉抜きが有り破損しやすいです。その点を踏まえて⭐︎4評価とさせていただきました。","Reviewed in Japan on 4 July 2023","5.0 out of 5 stars","Verified Purchase"
"391","Bandai Hobby Kit Gundam Hg 1/144 Demi Barding","水星シリーズで最も楽しかった","tap_apple","The media could not be loaded.
                
            
                
            
            
        
    
    
完成形がカッコいいのはもちろん、(うまく言えませんが、)組み立てのプロセスが、シリーズの他の機体となんだか少し違っていたのも楽しかったです。","Reviewed in Japan on 5 October 2023","4.7 out of 5 stars","Verified Purchase"
